step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
252,PAYMENT,57740.49,C2063221051,217525.0,159784.51,M1167533854,0.0,0.0,0,0
565,CASH_OUT,335507.62,C588224895,249.0,0.0,C1796004571,6438.72,341946.35,0,0
396,CASH_OUT,72904.89,C2046955286,0.0,0.0,C1891555102,2531008.24,2603913.13,0,0
299,PAYMENT,20145.69,C329961507,261144.41,240998.72,M1022924161,0.0,0.0,0,0
550,PAYMENT,2277.7,C882038881,0.0,0.0,M1201759696,0.0,0.0,0,0
232,CASH_IN,80177.95,C702595133,3991570.3,4071748.25,C1934729366,1265682.99,1185505.04,0,0
44,CASH_OUT,63260.81,C2141698738,30030.0,0.0,C375894248,142488.86,205749.67,0,0
129,CASH_OUT,92676.54,C385982482,5255.0,0.0,C537051803,1448207.99,1540884.52,0,0
333,CASH_IN,55707.74,C1365903108,29716757.44,29772465.18,C1496771136,102427.25,46719.51,0,0
10,CASH_OUT,119383.64,C483669065,0.0,0.0,C1248272338,522357.31,774143.86,0,0
17,CASH_OUT,131854.27,C1983822234,20345.0,0.0,C1601811844,0.0,131854.27,0,0
41,PAYMENT,6599.59,C1879287728,0.0,0.0,M1523236223,0.0,0.0,0,0
327,PAYMENT,12632.11,C353061350,99690.0,87057.89,M1097793675,0.0,0.0,0,0
12,CASH_OUT,276219.4,C1772870554,0.0,0.0,C505564342,1361517.72,1637737.12,0,0
132,CASH_IN,135459.45,C499137893,15179.0,150638.45,C528664725,172750.37,37290.92,0,0
249,CASH_OUT,80049.73,C762799501,15269.0,0.0,C2010486745,16681.69,96731.42,0,0
370,PAYMENT,15761.94,C1390775762,71.0,0.0,M1618187955,0.0,0.0,0,0
442,CASH_IN,40268.28,C754157054,13044.0,53312.28,C1739689538,0.0,0.0,0,0
184,PAYMENT,7316.97,C1010204181,180664.75,173347.77,M1059112290,0.0,0.0,0,0
520,PAYMENT,5731.91,C43386174,0.0,0.0,M388774273,0.0,0.0,0,0
403,PAYMENT,5267.9,C953363066,9041.0,3773.1,M1271593649,0.0,0.0,0,0
595,CASH_IN,129067.03,C56118446,22099.0,151166.03,C1038895562,9364.86,0.0,0,0
330,CASH_OUT,26518.15,C670427777,2063.0,0.0,C1160591512,0.0,26518.15,0,0
16,CASH_OUT,15501.88,C1159725849,0.0,0.0,C134602723,360290.31,375792.19,0,0
17,PAYMENT,21354.79,C73725139,27578.0,6223.21,M1477055477,0.0,0.0,0,0
8,PAYMENT,5561.39,C1705740260,0.0,0.0,M1085543872,0.0,0.0,0,0
163,PAYMENT,2649.44,C666321481,0.0,0.0,M504327391,0.0,0.0,0,0
19,CASH_OUT,139535.21,C724760856,29918.0,0.0,C306999211,0.0,131859.37,0,0
189,PAYMENT,6642.17,C2095093995,0.0,0.0,M449609888,0.0,0.0,0,0
681,CASH_OUT,622985.98,C1520646596,0.0,0.0,C1244185833,4916026.75,5539012.73,0,0
162,CASH_OUT,254186.21,C792404609,0.0,0.0,C944756068,752429.44,1006615.66,0,0
225,PAYMENT,24122.73,C553161010,209827.51,185704.77,M319800318,0.0,0.0,0,0
136,CASH_OUT,213001.03,C152168348,0.0,0.0,C1970164434,673671.62,886672.65,0,0
24,TRANSFER,1205822.93,C956174327,0.0,0.0,C1180282272,1278620.51,2484443.44,0,0
321,PAYMENT,4226.42,C523608477,69244.0,65017.58,M388782086,0.0,0.0,0,0
404,PAYMENT,19573.14,C1749688319,0.0,0.0,M838111051,0.0,0.0,0,0
201,PAYMENT,6987.58,C394094797,99294.0,92306.42,M941959797,0.0,0.0,0,0
550,CASH_OUT,294086.88,C1481572405,0.0,0.0,C1475877510,863622.12,1157709.01,0,0
234,CASH_OUT,265766.19,C1793090748,0.0,0.0,C85875399,11829255.42,12095021.61,0,0
398,PAYMENT,21633.62,C2112750447,0.0,0.0,M9057618,0.0,0.0,0,0
154,CASH_OUT,134633.81,C539266053,0.0,0.0,C1708605385,728895.29,863529.1,0,0
356,PAYMENT,5364.33,C760306470,10273.0,4908.67,M505234000,0.0,0.0,0,0
302,CASH_IN,212618.47,C488342643,31259.0,243877.47,C1343779997,208356.47,0.0,0,0
41,PAYMENT,47242.37,C1874025854,0.0,0.0,M1886597826,0.0,0.0,0,0
237,CASH_IN,221581.39,C118466715,14663.0,236244.39,C722992542,170390.0,0.0,0,0
250,CASH_IN,102119.04,C719533561,1794355.13,1896474.17,C909272492,137416.99,35297.94,0,0
253,TRANSFER,697822.28,C1415047923,0.0,0.0,C354998843,935052.66,1632874.93,0,0
17,CASH_OUT,6460.67,C1104525909,19974.0,13513.33,C1451251412,123863.9,130324.57,0,0
544,CASH_OUT,363756.6,C1806564773,6419.0,0.0,C1203086307,1535737.04,1899493.64,0,0
396,PAYMENT,3832.44,C706912686,0.0,0.0,M212921654,0.0,0.0,0,0
161,CASH_IN,408127.72,C992520954,50853.0,458980.72,C2133019401,1103015.11,976542.9,0,0
43,PAYMENT,22943.05,C508728776,21677.0,0.0,M1134834577,0.0,0.0,0,0
212,CASH_OUT,149962.47,C673234651,10819.0,0.0,C969381419,126900.88,276863.35,0,0
691,CASH_OUT,220615.26,C1198018539,630.0,0.0,C1112717029,737412.51,958027.78,0,0
540,CASH_IN,353154.53,C917056843,29287.0,382441.53,C1757835268,0.0,0.0,0,0
153,CASH_OUT,184738.1,C946073041,0.0,0.0,C923543675,2936276.46,3121014.56,0,0
400,PAYMENT,2258.74,C1194883178,0.0,0.0,M52238438,0.0,0.0,0,0
328,CASH_IN,267526.15,C427488979,2264084.59,2531610.74,C735043785,3466531.49,3199005.34,0,0
35,CASH_OUT,382315.5,C543564696,403079.0,20763.5,C1101958587,1305971.2,1688286.7,0,0
228,CASH_IN,73291.66,C1196102381,2270018.91,2343310.57,C127854703,1161672.01,1088380.34,0,0
12,CASH_OUT,383911.55,C171051475,19184.0,0.0,C2047376708,898626.35,1282537.9,0,0
376,PAYMENT,27589.75,C1282475988,51360.36,23770.61,M875365039,0.0,0.0,0,0
162,TRANSFER,1048857.12,C1450198463,0.0,0.0,C365897166,8274799.94,9323657.06,0,0
379,CASH_IN,84655.65,C1188246176,28878.0,113533.65,C835527287,58655.48,0.0,0,0
400,CASH_OUT,269436.18,C1419869709,15941.0,0.0,C916187894,0.0,269436.18,0,0
402,CASH_IN,168069.78,C28796028,349.0,168418.78,C1802854506,0.0,0.0,0,0
8,PAYMENT,5927.74,C458989770,1437040.81,1431113.07,M1864754483,0.0,0.0,0,0
402,PAYMENT,17893.98,C1360568925,0.0,0.0,M367921694,0.0,0.0,0,0
178,CASH_IN,512292.95,C411115614,31238.0,543530.95,C1540114699,565918.91,53625.96,0,0
378,PAYMENT,8932.32,C1326512854,0.0,0.0,M2080085080,0.0,0.0,0,0
156,CASH_IN,67664.74,C1203128449,20389.0,88053.74,C1039484007,0.0,0.0,0,0
325,PAYMENT,1725.53,C1786325823,0.0,0.0,M1827205434,0.0,0.0,0,0
181,CASH_OUT,64383.7,C1935628859,16875.0,0.0,C1560988199,370478.76,434862.46,0,0
630,PAYMENT,7366.13,C350023439,385.0,0.0,M468255612,0.0,0.0,0,0
231,PAYMENT,26914.57,C1977064978,0.0,0.0,M785677776,0.0,0.0,0,0
258,CASH_IN,218847.28,C126195828,1839908.38,2058755.66,C597889308,5610931.13,5392083.85,0,0
332,CASH_IN,128777.08,C1645214592,18604969.38,18733746.46,C746328316,138532.4,9755.31,0,0
43,PAYMENT,3433.15,C1057910889,0.0,0.0,M941497711,0.0,0.0,0,0
180,PAYMENT,8717.56,C385826345,77914.03,69196.46,M788884168,0.0,0.0,0,0
356,CASH_OUT,87595.54,C172357698,0.0,0.0,C969823849,981820.48,1117087.98,0,0
352,CASH_IN,178949.44,C924891312,3369036.92,3547986.37,C542837562,6401648.26,6222698.81,0,0
185,CASH_IN,83855.31,C1891426828,2499000.72,2582856.04,C1284002350,1714600.39,1630745.08,0,0
183,CASH_IN,95444.43,C1373282659,52615.0,148059.43,C789439920,49076.23,0.0,0,0
42,TRANSFER,950805.36,C720577907,0.0,0.0,C478047940,4504823.26,5455628.61,0,0
209,CASH_OUT,43432.25,C1940517120,0.0,0.0,C1928507687,683608.88,727041.13,0,0
283,CASH_IN,78887.51,C669045054,6941679.19,7020566.69,C656846917,293924.65,215037.14,0,0
16,CASH_OUT,180940.69,C2019851704,131040.72,0.0,C1199053911,0.0,180940.69,0,0
260,CASH_IN,102853.17,C294216216,2073541.38,2176394.55,C1030823123,1523099.42,1420246.25,0,0
10,CASH_OUT,90108.6,C257657949,0.0,0.0,C1972335962,1600619.28,1623377.2,0,0
350,PAYMENT,30308.16,C1590787953,211237.0,180928.84,M89060334,0.0,0.0,0,0
298,PAYMENT,9242.56,C1506610308,0.0,0.0,M973717921,0.0,0.0,0,0
372,CASH_IN,167248.93,C467820778,978.0,168226.93,C1667730186,160599.71,0.0,0,0
372,CASH_OUT,555478.2,C819002722,42152.0,0.0,C1319928407,0.0,555478.2,0,0
10,CASH_OUT,219522.4,C28081723,0.0,0.0,C371493653,989068.32,1751330.22,0,0
17,TRANSFER,329683.58,C107911421,310829.68,0.0,C1158461093,0.0,290164.94,0,0
162,PAYMENT,19301.3,C1900931605,201.0,0.0,M1348579562,0.0,0.0,0,0
282,CASH_OUT,1285.35,C979672,50073.0,48787.65,C1237437271,475599.01,476884.35,0,0
235,CASH_OUT,358756.45,C1314043653,0.0,0.0,C1155680186,2957610.92,3316367.38,0,0
131,CASH_OUT,217850.99,C1530176327,20644.0,0.0,C1404539173,402581.41,1174076.96,0,0
399,PAYMENT,3026.4,C2043783066,0.0,0.0,M616522823,0.0,0.0,0,0
43,CASH_IN,198353.45,C613330025,4853062.58,5051416.03,C1867096421,6584651.35,6386297.9,0,0
136,CASH_OUT,792344.98,C672302897,0.0,0.0,C1146577120,6204785.4,6997130.38,0,0
331,CASH_IN,51699.07,C1315017893,195790.0,247489.07,C38571870,0.0,0.0,0,0
332,CASH_IN,156583.69,C756910504,176.0,156759.69,C1860778518,0.0,0.0,0,0
308,CASH_OUT,290848.16,C2028349594,6555.0,0.0,C413971659,0.0,290848.16,0,0
179,CASH_OUT,233070.09,C1576297340,76148.0,0.0,C2104740467,30777.78,263847.87,0,0
9,PAYMENT,13475.74,C552093841,5441.0,0.0,M2041432118,0.0,0.0,0,0
331,PAYMENT,7184.7,C539438354,72890.44,65705.74,M2033295579,0.0,0.0,0,0
133,CASH_OUT,402327.38,C131180967,0.0,0.0,C730073482,2308867.82,2711195.2,0,0
163,CASH_IN,255692.14,C2070865334,4355682.15,4611374.28,C675203915,11127612.48,10871920.34,0,0
353,TRANSFER,1431117.27,C1571666457,207953.48,0.0,C1643531980,2267427.28,3698544.55,0,0
404,CASH_OUT,80657.36,C812703165,20571.0,0.0,C270714306,70763.44,151420.79,0,0
369,PAYMENT,17597.1,C1450580346,0.0,0.0,M722950285,0.0,0.0,0,0
133,CASH_IN,165980.28,C536178195,3220973.16,3386953.44,C1754341347,2041701.7,1927403.18,0,0
130,PAYMENT,16712.37,C1971593411,6097.0,0.0,M544085914,0.0,0.0,0,0
355,PAYMENT,3867.89,C1704089421,0.0,0.0,M1358396375,0.0,0.0,0,0
371,CASH_IN,5280.05,C1957127913,804167.95,809447.99,C1621114676,5565910.9,5560630.85,0,0
379,PAYMENT,17215.69,C1436929662,105114.0,87898.31,M1826236690,0.0,0.0,0,0
16,TRANSFER,167549.16,C1004436072,0.0,0.0,C65461598,4463392.97,4873979.37,0,0
140,CASH_IN,148624.19,C1126356485,478706.28,627330.47,C1520521350,265454.11,116829.92,0,0
254,CASH_OUT,631452.33,C1682539163,16585.0,0.0,C688012895,918912.29,1550364.62,0,0
183,PAYMENT,8143.46,C988707162,0.0,0.0,M691121169,0.0,0.0,0,0
36,PAYMENT,251.01,C291079915,188837.79,188586.77,M1903584389,0.0,0.0,0,0
302,CASH_OUT,370344.44,C1260930043,0.0,0.0,C1158665244,823309.98,1193654.42,0,0
334,PAYMENT,19086.58,C543154448,450644.0,431557.42,M1784742102,0.0,0.0,0,0
212,CASH_OUT,83390.89,C1575655831,0.0,0.0,C1582310570,1119315.36,1202706.25,0,0
305,CASH_OUT,354303.46,C1809280711,22609.0,0.0,C814588981,0.0,354303.46,0,0
228,PAYMENT,57355.17,C926451768,0.0,0.0,M1898455035,0.0,0.0,0,0
283,CASH_IN,202774.92,C1252493586,9121197.24,9323972.16,C1955470651,853971.56,651196.64,0,0
136,PAYMENT,7506.78,C900709319,0.0,0.0,M824679648,0.0,0.0,0,0
379,CASH_IN,106298.74,C817769695,2123865.13,2230163.87,C1691588409,639265.4,532966.66,0,0
299,PAYMENT,2414.47,C1244931036,170.0,0.0,M1630149987,0.0,0.0,0,0
208,CASH_IN,5154.78,C1393239964,5039368.26,5044523.04,C489477722,54818.18,49663.4,0,0
348,CASH_IN,223532.29,C122461935,11131683.0,11355215.29,C463026895,1061446.75,837914.46,0,0
283,CASH_IN,125064.61,C1003443945,1205322.14,1330386.75,C1412291550,127762.12,2697.51,0,0
47,PAYMENT,1620.61,C195459381,0.0,0.0,M977197819,0.0,0.0,0,0
284,PAYMENT,8543.59,C1689603734,96657.23,88113.65,M1036635427,0.0,0.0,0,0
355,PAYMENT,9799.16,C260701213,0.0,0.0,M346859221,0.0,0.0,0,0
354,CASH_OUT,191088.25,C1969850327,99096.0,0.0,C215882622,0.0,191088.25,0,0
253,CASH_OUT,257258.34,C213844714,11690.0,0.0,C282659710,174352.76,431611.1,0,0
637,CASH_OUT,39451.06,C1499631280,293.0,0.0,C1139110643,127984.9,167435.96,0,0
321,CASH_OUT,144534.09,C123481517,0.0,0.0,C1004317306,263108.8,407642.89,0,0
11,CASH_IN,115159.03,C539945135,1213979.62,1329138.65,C2121610577,1345478.31,1230319.28,0,0
377,CASH_OUT,162793.28,C191997402,25596.0,0.0,C1608688122,192761.41,355554.7,0,0
135,CASH_OUT,306299.13,C649118879,1008.0,0.0,C1602243980,0.0,306299.13,0,0
33,PAYMENT,4166.8,C825768539,133734.94,129568.13,M1622478884,0.0,0.0,0,0
308,CASH_IN,317403.65,C1419502474,6326.0,323729.65,C1407474376,18101.12,0.0,0,0
331,PAYMENT,5442.91,C1255723896,0.0,0.0,M15563987,0.0,0.0,0,0
168,PAYMENT,400.75,C476423741,29947.0,29546.25,M86052296,0.0,0.0,0,0
330,CASH_OUT,320414.26,C1786233004,14485.0,0.0,C1609049181,0.0,320414.26,0,0
13,CASH_OUT,86168.98,C2023786683,0.0,0.0,C1101174554,1233296.49,1392112.14,0,0
138,CASH_OUT,18334.17,C850716488,14094.0,0.0,C574039452,0.0,18334.17,0,0
34,PAYMENT,1110.35,C648388617,0.0,0.0,M1801132082,0.0,0.0,0,0
163,CASH_IN,44342.02,C195477422,4125129.59,4169471.61,C878008679,86197.22,41855.2,0,0
206,TRANSFER,195158.21,C1237277683,0.0,0.0,C509076034,2823078.21,3018236.42,0,0
228,PAYMENT,18156.77,C553280200,76.0,0.0,M449714207,0.0,0.0,0,0
305,CASH_OUT,205627.47,C561885024,0.0,0.0,C501839748,4176570.0,4382197.48,0,0
282,CASH_OUT,71849.05,C971770513,0.0,0.0,C1723623020,764229.03,836078.08,0,0
131,CASH_OUT,391173.58,C725597004,0.0,0.0,C1118356505,1776286.05,2167459.63,0,0
254,CASH_OUT,235037.11,C1664410541,0.0,0.0,C1895118165,494960.9,729998.01,0,0
204,CASH_IN,110266.46,C451483823,41255.0,151521.46,C1689471347,30930.31,0.0,0,0
46,CASH_IN,147425.05,C401283817,4324643.33,4472068.38,C1595052211,4088770.6,3941345.55,0,0
5,PAYMENT,5105.68,C457942549,3251.09,0.0,M1141354562,0.0,0.0,0,0
185,CASH_IN,120712.28,C834388064,20942.0,141654.28,C511702741,1185026.88,1064314.6,0,0
232,PAYMENT,10307.52,C132236446,14227.0,3919.48,M1389267461,0.0,0.0,0,0
179,PAYMENT,8598.85,C1742295753,0.0,0.0,M1074167180,0.0,0.0,0,0
132,CASH_IN,414135.16,C1069499962,16626429.16,17040564.31,C499807144,5825543.82,5411408.67,0,0
718,DEBIT,3093.18,C1434294511,24431.0,21337.82,C1860806676,930732.88,933826.06,0,0
353,PAYMENT,30637.81,C582819619,0.0,0.0,M111948619,0.0,0.0,0,0
250,CASH_IN,299690.5,C501172284,4528.0,304218.5,C1337903246,5114582.29,4814891.79,0,0
284,CASH_IN,107087.69,C1787674638,13228.0,120315.69,C269848592,4615755.96,4508668.27,0,0
236,CASH_IN,78527.72,C473078596,6112648.66,6191176.38,C64133603,3351085.72,3272558.0,0,0
42,PAYMENT,12864.19,C1255534329,99962.63,87098.44,M637353167,0.0,0.0,0,0
403,CASH_IN,353575.91,C1710866761,52651.0,406226.91,C1272071951,137768.45,0.0,0,0
162,TRANSFER,266347.27,C1529845140,0.0,0.0,C709610804,318484.03,584831.3,0,0
393,CASH_OUT,191788.61,C60925762,0.0,0.0,C866051839,320777.2,512565.82,0,0
321,CASH_IN,214858.25,C1325955745,7660180.11,7875038.36,C835369001,1872462.27,1657604.02,0,0
235,TRANSFER,1282500.83,C587301259,107225.0,0.0,C616443278,675509.59,1958010.43,0,0
186,CASH_IN,730449.56,C850199218,5178897.79,5909347.35,C283971139,6437115.01,5706665.45,0,0
371,PAYMENT,7281.73,C907112078,0.0,0.0,M448355435,0.0,0.0,0,0
157,PAYMENT,21249.8,C35452054,24294.0,3044.2,M1919227994,0.0,0.0,0,0
12,PAYMENT,54148.08,C1846061723,0.0,0.0,M348886985,0.0,0.0,0,0
373,CASH_IN,277994.37,C390035276,22069865.27,22347859.64,C1505383214,652999.08,375004.71,0,0
35,TRANSFER,1329447.93,C1316051815,28229.0,0.0,C1418903218,6928.4,1336376.32,0,0
161,CASH_OUT,224235.26,C163477535,0.0,0.0,C267836586,1589054.73,1813289.98,0,0
211,CASH_OUT,50795.78,C1452448540,0.0,0.0,C678172055,143219.77,0.0,0,0
374,CASH_OUT,123193.51,C67356696,609.0,0.0,C824741567,69432.83,192626.34,0,0
187,PAYMENT,1469.57,C195795597,7375.0,5905.43,M1563484380,0.0,0.0,0,0
19,CASH_OUT,99168.97,C1460836539,2187.0,0.0,C771091068,0.0,99168.97,0,0
278,CASH_OUT,113890.33,C1518539029,0.0,0.0,C1369068770,2505425.98,2619316.31,0,0
211,PAYMENT,2309.18,C1294307691,1649.0,0.0,M1699560467,0.0,0.0,0,0
159,PAYMENT,14041.83,C1002063427,692100.38,678058.55,M1654002399,0.0,0.0,0,0
371,CASH_OUT,277889.6,C752131762,0.0,0.0,C372988836,1118147.53,1396037.14,0,0
251,PAYMENT,4933.85,C1632512696,189430.41,184496.56,M379915963,0.0,0.0,0,0
228,CASH_IN,163970.92,C266382405,9948.0,173918.92,C1501106415,166453.93,2483.0,0,0
236,CASH_OUT,284856.73,C1350134575,0.0,0.0,C1992538375,397154.32,682011.05,0,0
405,PAYMENT,16269.53,C1763525391,14798.48,0.0,M1251772622,0.0,0.0,0,0
156,CASH_IN,6254.04,C532104670,468388.31,474642.35,C1896501886,473139.58,466885.54,0,0
550,CASH_IN,154016.44,C1532485061,3320131.56,3474148.0,C1985025770,449679.52,295663.08,0,0
301,PAYMENT,31176.09,C453643572,0.0,0.0,M18017952,0.0,0.0,0,0
236,PAYMENT,2658.83,C1406645966,100003.0,97344.17,M368422610,0.0,0.0,0,0
140,CASH_IN,8433.49,C781266994,4946271.62,4954705.11,C1588307315,2135849.28,2127415.8,0,0
226,PAYMENT,23546.71,C237655037,14786.0,0.0,M1742590250,0.0,0.0,0,0
323,PAYMENT,22868.71,C965402027,374156.6,351287.89,M1076257094,0.0,0.0,0,0
326,PAYMENT,25892.75,C194273080,105539.0,79646.25,M1604627318,0.0,0.0,0,0
379,CASH_OUT,13611.25,C670151632,2605.0,0.0,C1762688551,446685.0,447943.57,0,0
235,CASH_OUT,135021.49,C641689303,0.0,0.0,C742229987,930830.0,1065851.49,0,0
133,PAYMENT,4280.82,C1133717535,10774.0,6493.18,M662317107,0.0,0.0,0,0
234,PAYMENT,8556.63,C820107408,25733.04,17176.4,M353915129,0.0,0.0,0,0
213,CASH_OUT,42436.18,C778447182,0.0,0.0,C1804518988,143479.31,185915.5,0,0
302,CASH_OUT,237227.37,C1350763987,10629.0,0.0,C1271018442,0.0,237227.37,0,0
348,TRANSFER,1410207.58,C643053450,32212.0,0.0,C952611126,7507.0,1417714.58,0,0
187,PAYMENT,8061.13,C1037410094,0.0,0.0,M235254846,0.0,0.0,0,0
236,CASH_OUT,320700.67,C441276418,400096.0,79395.33,C1534305004,0.0,320700.67,0,0
33,CASH_IN,516187.32,C729753468,31467.0,547654.32,C261011832,173117.43,0.0,0,0
235,PAYMENT,26038.51,C1825770990,0.0,0.0,M1745472384,0.0,0.0,0,0
154,PAYMENT,24132.64,C2025269396,161510.0,137377.36,M1918823222,0.0,0.0,0,0
